id,严重程度,问题标签,问题产品,答案产品,答案长度,PIC数量,图片数量,question,answer_start
102,正常,,dishwasher,,134,1,1,"""如何清洁洗碗机的进水管滤网？""",进水管滤网清洁 安装在进水管上的滤网可防止市政供水或自备水系统中的杂质（沙、污垢、铁锈等）损坏机器。 定期检查滤网和水管，必要时清洁。 1. 关闭水龙头并拆下水管。2. 取出滤网后在自来水下清洁。3. 将清洁后的滤网装回水管原位。 4. 将水管装回水龙头。 <PIC>
103,正常,,dishwasher,,80,1,1,"""如何清洁洗碗机的上层喷淋臂？""",上层喷淋臂 检查上层喷淋臂（2）上的孔是否堵塞。 若堵塞，拆下并清洁喷淋臂。 向左旋转螺母拆下上层喷淋臂（C、D）。 安装上层喷淋臂时确保螺母拧紧。 <PIC>
104,正常,,air_purifier,,297,4,4,"""如何拆除空气净化器滤网的塑料包装？""",如何拆除滤网塑料包装 新产品内置一体式滤网。拆除滤网包装前请务必拔下设备插头。 注意 滤网塑料包装拆除后无法退货。1 双手握住设备上盖并向上拉起。<PIC> 2 握住背部滤网盖把手并向前拉出。<PIC> 3 拆除滤网上的塑料包装。未拆除包装会产生异响，滤网无法正常工作，且可能引发火灾或损坏设备。<PIC> 4 将滤网上下推入设备，确保滤网贴合紧密。<PIC> 5 装回滤网盖。先将盖子插入设备底部固定卡槽。向前滑动盖子，使其卡入顶部卡槽。 6 双手握住设备上盖并滑回原位，确保标识朝前。 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色滤网指示灯将熄灭。
105,正常,,air_purifier,air_purifier,115,0,0,"""如何安装空气净化器的脚轮？""",脚轮安装（可选）1 空气净化器包装盒内有一小盒，内含 4 个脚轮和 8 颗螺丝。2 用螺丝刀拆下空气净化器底部四个底座。3 每个脚轮用两颗螺丝替换原底座。4 保留拆下的底座和螺丝以备后续使用。 注意 若滤盒内无脚轮盒，请联系客服。
106,正常,,air_purifier,air_purifier,441,3,3,"""空气净化器通常有哪些模式？如何设置？这些模式有什么特点？""",空气净化器常见的运行模式包括自动关机模式、涡轮模式和安全锁功能（辅助操作模式）。 /  / 1. 自动关机模式：可预设净化器运行后自动关机的时间，适用于定时使用场景。设置方法为通过控制面板设定所需关机时间，确认后设备将在指定时间后自动关闭。注意：若发生断电，预设的自动关机时间将被取消，需重新设置。<PIC> /  / 2. 涡轮模式：该模式下风扇以高速运转（最高可达18档风速），可快速净化室内空气，适用于空气质量较差时使用。设置方法为先开机并选择常规运行模式，然后同时长按控制面板上的上键和下键3秒，即可启动涡轮风扇运行。停止方式为按下控制面板下键，风速调至18档后涡轮模式停止。即使切换至其他模式或暂停运行，返回常规运行模式后仍可再次启动涡轮模式。<PIC> /  / 3. 安全锁功能：用于防止儿童误操作。设备开机状态下，长按控制面板上的指定按键3秒以上，显示屏出现锁定标识即表示已开启安全锁。开启后，按任意键时显示屏会以1秒间隔闪烁5次。如需取消，需同时长按上键和下键3秒以上即可解除。<PIC>
107,正常,,air_purifier,,204,1,1,"""空气净化器的室内空气质量指示灯是什么？""",室内空气质量（IAQ）指示灯 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。
108,正常,,air_purifier,,145,0,0,"""如何清洁空气净化器的设备内外？""",如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，每月清洁 1-2 次净化器。灰尘较多的地区建议增加清洁频率。1 用温水或温和清洁剂浸湿的布擦拭净化器外壳，再用软布擦干。2 打开背部滤网盖并取出滤网。用吸尘器和湿毛巾清洁滤网仓内部。3 每月清洁设备及预过滤网 1-2 次。
109,正常,,air_purifier,,83,0,0,"""如何清洁空气净化器的滤网？""",滤网清洁 1 若滤网过脏请直接更换。滤网污染程度因使用环境和运行时长而异，清洁时间相应调整。2 更换滤网期间，可用吸尘器或软刷清洁预过滤网。 禁止 切勿用水清洗滤网。
110,正常,,air_purifier,,118,1,1,"""如何更换空气净化器的滤网？""",更换滤网 1 需更换滤网时，滤网更换指示灯将亮起红色。每 6-12 个月更换一次滤网（滤网安装详见第 4 页）。2 更换滤网后重置指示灯。长按控制面板上的睡眠 + 自动键 5 秒以上重置指示灯。<PIC> 注意 滤网寿命取决于使用环境。
111,正常,,air_purifier,,145,4,4,"""如何清洁空气净化器的灰尘传感器？""",灰尘传感器清洁 1 双手握住设备上盖并向上拉起。<PIC> 2 握住背部滤网盖把手并向前拉出。<PIC> 3 拆下设备右侧灰尘传感器盖。<PIC> 4 用蘸少量水的棉签擦拭灰尘传感器镜头和进风口，再用干净干棉签彻底擦干。<PIC> 5 装回灰尘传感器盖。装回滤网盖。将设备上盖标识朝前装回。
112,正常,,air_purifier,,55,0,0,"""空气净化器需要长期存放时该怎么做？""",长期存放 1 晴天运行设备 1 小时，拔下电源插头，晾干设备内部。2 遮盖设备并存放在干燥、无阳光直射的地方。
113,正常,,exercise_bike,,579,2,2,"""如何了解这款健身单车的技术规格？""","请遵守以下警告：阅读并理解本机上的所有警告。！仔细阅读并理解装配说明。装配产品时，请始终让旁观者和儿童远离。在得到指示前，请勿将电源连接到机器上。请勿在室外、潮湿或湿润环境中装配本机。请在合适的工作区域完成装配，远离行人通道和旁观者。本机部分部件可能较重或难以握持。进行涉及这些部件的装配步骤时，请由另一人协助。请勿独自完成需要重物搬运或姿势别扭的操作步骤。将本机放置在坚固、水平的平面上。请勿试图更改本机的设计或功能，否则可能降低本机安全性并使保修失效。如需更换零件，请仅使用Nautilus原厂替换零件及配件。未使用原厂零件可能对使用者造成危险、影响机器正常运行并使保修失效。在本机完全装配完毕并按照手册检查性能正常前，请勿使用。首次使用前，请阅读并理解随本机提供的完整手册，并妥善保管以备日后参考。请按给定顺序完成所有装配步骤。装配不当可能导致受伤或功能异常。本产品含有磁铁。近距离情况下，磁场可能干扰部分医疗设备的正常使用。在装配、维护和/或使用产品时，使用者可能靠近磁铁区域。鉴于起搏器等设备的重要性，使用本设备前请务必咨询医疗服务人员。请查阅""安全警告标签与序列号""部分，确定本产品磁铁位"
114,正常,,exercise_bike,exercise_bike,131,1,1,"""启动健身单车前，我需要做什么？""",启动健身单车前，您需要先移动单车到合适的位置。具体操作如下：<PIC> 此图标表示潜在危险情况，如未避免，可能导致死亡或重伤。<br>1. 将把手向自身方向倾斜，同时向下按压单车前部，将单车推至目标位置。<br>2. 注意移动时要小心，动作过猛可能影响电脑运行。
115,严重,说明书题答案过短,exercise_bike,,62,1,1,"""我听说买的这款健身单车配有控制台和显示功能，能为我介绍一下吗？""",控制台功能 控制台可提供运动重要信息，并可在运动时控制阻力等级。控制台配有带触控按键的显示屏，用于浏览运动程序。 / <PIC>
116,正常,,exercise_bike,exercise_bike,196,1,1,"""在健身单车上运动前，我需要调整什么来保证运动的舒适度？""",座椅调节 正确的座椅位置可提升运动效率与舒适度，降低受伤风险。1. 将脚踏板转到前位，脚掌中心对准脚踏板中心。膝盖应保持微弯。2. 如腿部过直或脚无法踩到脚踏板，将立式单车座椅调低。如膝盖弯曲过度，将座椅调高。调节座椅前请先下车。！松开并拉出座管上的调节旋钮，将座椅调至所需高度，松开旋钮使锁销卡入。确保锁销完全卡入并拧紧旋钮。 / <PIC> 请勿将座管调节到高于管上的限位标记（STOP）。！
117,严重,说明书题答案过短,exercise_bike,,37,3,3,"""使用健身单车的轻松骑行类别时，我能体验到哪些预设运动程序？""",轻松骑行 起伏山丘 / <PIC> 公园骑行 / <PIC> 轻松之旅 / <PIC>
118,严重,说明书题答案过短,exercise_bike,exercise_bike,43,0,0,"""使用健身单车的山地类别时，我能体验到哪些预设运动程序？""",使用健身单车的山地类别时，你能体验到的预设运动程序包括山地 派克峰、挑战 上坡冲刺等。
119,严重,说明书题答案过短,exercise_bike,,35,3,3,"""挑战健身单车的最高难度类别时，我能体验到哪些预设运动程序？""",挑战 上坡冲刺 / <PIC> 交叉训练 / <PIC> 间歇训练 / <PIC>
120,正常,,exercise_bike,,512,0,0,"""如果我想编辑健身单车的用户档案，需要遵循哪些步骤？""","用户档案 1. 在开机模式界面，按增加（）或减少（）按钮选择一个用户档案。2. 按确认按钮选择用户档案。3. 控制台显示编辑提示和当前用户档案名称。按确认键开始编辑用户档案选项。如需退出编辑用户档案选项，按暂停/结束按钮，控制台返回开机模式界面。4. 控制台显示姓名提示和当前用户档案名称。注：首次编辑时用户姓名为空。用户档案名称限制为 10 个字符。当前激活段闪烁。使用增加/减少按钮浏览字母和空格（位于 A 和 Z 之间）。按左（）或右（）按钮切换段。按确认按钮接受显示的用户名。5. 编辑其他用户数据（编辑年龄、编辑体重、编辑身高、编辑性别），使用增加/减少按钮调节，每项设置完成后按确认键。6. 控制台显示扫描提示。此选项控制运动中运动数据的显示方式。""关闭""设置允许用户按需按左（）或右（）按钮查看其他运动数据通道。""开启""设置允许控制台每 6 秒自动切换显示运动数据通道。默认为""关闭""。按确认按钮设置运动数据显示方式。7. 控制台显示编辑下部显示提示。此选项允许自定义运动中显示的运动数据。下部显示区将显示所有运动数据，激活数据闪烁。上部显示区显示激活值设置：""开启""或""关闭""。按增加"
121,正常,,exercise_bike,,365,0,0,"""我想在使用健身单车时设置心率目标，能否根据我的年龄为我推荐合适的目标心率？""",心率控制（HRC）运动程序 心率控制（HRC）程序可设置运动心率目标。程序通过本机接触式心率（CHR）传感器监测心率（次/分钟，BPM），调整运动强度以保持心率在所选区间。注：控制台必须能从接触式心率（CHR）传感器读取心率信息，心率控制程序才能正常工作。目标心率程序使用您的年龄和其他用户信息设置心率区间值。控制台显示屏将提示设置运动：1. 选择心率控制运动等级：初级（BEG）或高级（ADV），然后按确认键。2. 按增加（）或减少（）按钮选择最大心率百分比：50-60%、60-70%、70-80%、80-90%。80-90% 心率区间运动前请咨询医生。3. 按增加（）或减少（）按钮选择目标类型，然后按确认键。4. 按增加（）或减少（）按钮设置运动目标值。注：设置目标时请留出时间让心率达到目标区间。5. 按确认键开始运动。
122,正常,,exercise_bike,,377,0,0,"""我听说这款健身单车有体能测试程序，这是什么功能？""","体能测试程序 体能测试可评估体能水平提升。测试将功率输出（瓦特）与心率对比。体能提升后，相同心率下功率输出将增加。注：控制台必须能从接触式心率（CHR）传感器或心率监测仪（HRM）读取心率信息才能正常工作。可从反馈类别开始体能测试。体能测试程序首先提示选择体能水平--初级（BEG）或高级（ADV）。控制台将使用所选用户档案的年龄和体重计算体能得分。开始运动并握住心率传感器。测试开始后，运动强度逐渐增加，心率随之上升。强度持续自动增加，直至心率达到""测试区间""。该区间根据用户档案最大心率的 75% 单独计算。达到测试区间后，机器保持强度稳定 3 分钟，使您进入稳定状态（心率平稳）。3 分钟结束时，控制台测量心率和功率输出。结合年龄和体重信息计算得出""体能得分""。注：体能测试得分仅用于与自身历史得分对比，不与其他用户档案对比。对比得分查看体能提升。"
123,正常,,drill,,134,1,1,"""如果要给电钻充电，需要遵循哪些步骤？""",充电步骤（图1） 1. 插入电池组前，先将充电器插入合适的插座。 2. 如图1所示，将电池组（K）插入充电器，确保电池组完全就位。红色（充电）指示灯持续闪烁，表示充电过程已开始。 <PIC> 3. 红色指示灯常亮表示充电完成。电池组已充满电，此时可使用或留在充电器中。
124,正常,,drill,"drill,generator",203,0,0,"""我的DCB101型号电钻指示灯闪烁时，这些闪烁标识代表什么含义？""",电源故障（DCB101） 部分充电器带有电源故障指示灯。当充电器与发电机等便携式电源或直流转交流电源配合使用时，充电器可能暂时停止工作，红色指示灯快速闪烁两次后暂停。这表示电源超出允许范围。 / DCB101 本充电器具有过热/过冷延迟功能：当充电器检测到电池过热时，自动启动延迟，暂停充电直至电池冷却。电池冷却后，充电器自动切换至充电模式。此功能确保最长电池寿命。过热/过冷延迟模式下，红色指示灯长闪后短闪。
126,正常,,drill,,620,4,4,"""使用电钻时，如何安装单套无键夹头？""",单套无键夹头（图3-5） 警告：不要通过握住夹头前部并启动工具来拧紧钻头（或任何其他附件）。否则可能损坏夹头并导致人身伤害。更换附件时，务必锁定扳机开关并断开工具电源。 警告：启动工具前务必确保附件紧固。松动的附件可能弹出，造成人身伤害。 您的工具配有单套无键夹头（F），可单手操作夹头。安装钻头或其他附件，请遵循以下步骤。 1. 关闭工具并断开工具电源。 <PIC> 2. 一只手握住夹头黑色套筒，另一只手固定工具。逆时针旋转套筒至足够大，装入所需附件。 <PIC> 3. 将附件插入夹头约3/4英寸（19毫米），一只手顺时针旋转夹头套筒紧固，另一只手握住工具。您的工具配有自动主轴锁定机构，可单手开合夹头。务必一只手握住夹头套筒、另一只手握住工具，以达到最大紧固度。 拆卸附件时，重复上述步骤1和2。 <PIC> 腰带挂钩与批头夹（图2） 警告：为降低严重人身伤害风险， 调整或拆卸/安装附件前，关闭工具并取下电池组。 意外启动可能导致受伤。 <PIC> 警告：为降低严重人身伤害风险， 不要将工具悬挂在高处，或在腰带挂钩上悬挂物体。 仅将工具腰带挂钩挂在工作腰带上。 警告：为降低严重人身伤害风
127,正常,,drill,drill,114,1,1,"""如果要安装和拆卸电钻的电池组，需要遵循什么步骤？""",安装电池组前，请先关闭电钻。将电池组（K）对准工具手柄内的导轨，滑入手柄，直至电池组牢固就位且不会松脱。拆卸电池组时，按下释放按钮（J），然后将电池组从工具手柄中平稳拔出。为获得最佳效果，建议安装前确保电池组已充满电。<PIC>
128,正常,,drill,drill,183,0,0,"""使用电钻的腰带挂钩和批头夹时，需要特别注意什么？""",使用电钻的腰带挂钩和批头夹时，需要特别注意以下几点：<br><li>调整或拆卸/安装附件前，关闭工具并取下电池组。</li><li>不要将工具悬挂在高处，或在腰带挂钩上悬挂物体。仅将工具腰带挂钩挂在工作腰带上。</li><li>确保固定腰带挂钩的螺钉紧固。</li><li>安装或更换腰带挂钩或批头夹（批头夹另售）时，仅使用随附的螺钉（H）。务必拧紧螺钉。</li>
129,正常,,drill,drill,108,1,1,"""购买电钻后，应配备哪些附件？""",购买电钻后，应配备的附件包括制造商推荐的标准配件，如钻头、电池组和充电器。警告：由于制造商提供的附件以外的其他附件未通过本产品测试，使用此类附件可能存在危险。为降低受伤风险，本工具仅应使用制造商推荐的附件。<PIC>
130,正常,,drill,,219,0,0,"""电钻的三年有限保修包含哪些内容？""",三年有限保修 除保修外，工具还享有： / 1年免费服务 购买后第一年内，制造商将免费维护工具，更换正常使用造成的磨损部件。 2年免费服务（电池组DC9071、DC9091、DC9096、DC9280、DC9360、DC9180、DCB120、DCB127、DCB201、DCB203、DCB207） / 3年免费服务（其他电池组） 如果电池组被擅自改装，产品保修失效。 制造商对任何改装导致的伤害不承担责任，并将在法律允许范围内追究保修欺诈责任。
131,正常,,fitness_tracker,fitness_tracker,227,3,3,"""购买健身追踪器后，包装盒里应该有什么？""","更换表带 健身追踪器出厂已安装小号表带，包装盒内另附一条大号底部表带。顶部和底部表带均可与配件表带互换，配件表带需单独购买。表带尺寸请参阅第71页""表带尺寸""。 / 健身追踪器Sense、健身追踪器Versa 3和健身追踪器Versa 4的表带与本健身追踪器兼容。 / 包装盒内含物品 你的健身追踪器包装盒包含： 配有小号表带的手表（颜色和材质仅供参考） / <PIC>充电线 / <PIC>额外大号表带 / <PIC>健身追踪器的可拆卸表带提供多种颜色和材质，需单独购买。"
132,正常,,fitness_tracker,fitness_tracker,238,2,2,"""我刚发现健身追踪器电量低，该如何正确为其充电？""",为手表充电 充满电的健身追踪器续航时间可达6天以上。电池续航和充电周期随使用情况及其他因素而异；实际结果可能有所不同。 / 为健身追踪器充电： 1. 将充电线插入电脑的USB端口、UL认证的USB墙充充电器或其他低功耗充电设备。 / 2. 将充电线的另一端靠近手表背面的充电接口，直至磁吸吸附。确保充电线上的金属触点与手表背面的接口对齐。 / <PIC> 为健身追踪器充电12分钟即可续航24小时。手表充电时，轻点屏幕两次或按下按钮即可点亮屏幕。完全充满电大约需要1-2小时。 / <PIC>
133,正常,,fitness_tracker,fitness_tracker,248,2,2,"""为了让健身追踪器性能更佳，日常佩戴和运动时该将其佩戴在什么位置？""",日常佩戴与运动佩戴位置 不运动时，将健身追踪器佩戴在腕骨上方一指宽的位置。 / 一般来说，长时间佩戴后，定期取下手表休息约一小时始终很重要。我们建议洗澡时取下手表。虽然你可以戴着手表洗澡，但取下可减少接触肥皂、洗发水和护发素的可能性，这些物品可能会对手表造成长期损坏，并可能引起皮肤刺激。 / <PIC> 为优化运动时的心率监测： / - 运动时，可将表带向上移动以获得更贴合的佩戴效果。如感到不适，请松开表带；若不适持续，请取下手表让手腕休息。 / <PIC> - 将手表戴在手腕正面，确保设备背面与皮肤接触。
134,正常,,fitness_tracker,fitness_tracker,203,3,3,"""我的健身追踪器表带太紧了，该如何扣紧表带？""","扣紧表带 1. 将健身追踪器戴在手腕上。 / 2. 将底部表带穿入顶部表带的第一个环扣。 / <PIC> 3. 收紧表带至舒适贴合，将表扣钉按入表带上的其中一个孔。如果使用小号表带的最后两个孔，我们建议更换为大号表带以获得更稳固的佩戴效果。 / 操作说明请参阅下一页""更换表带""。 / <PIC> 4. 将表带的松散端穿入第二个环扣，使其平整贴在手腕上。确保表带不要过紧。佩戴时应留有空隙，可在手腕上轻微移动。 / <PIC>"
135,正常,,fitness_tracker,fitness_tracker,141,3,3,"""我想取下健身追踪器，该如何正确拆卸表带？""",拆卸表带 1. 将健身追踪器翻面，找到表带卡扣。 / <PIC> 2. 松开卡扣，将扁平按钮向表带方向滑动。 / 3. 轻轻将表带从手表上拔下松开。 / <PIC> 4. 另一侧重复操作。 安装表带时，将其按入手表末端，直至听到咔嗒声并卡紧到位。带环扣和表扣钉的表带安装在手表顶部。 / <PIC>
136,正常,,fitness_tracker,,99,1,1,"""我听说可以操作健身追踪器的界面，具体该遵循哪些步骤？""",基础操作 主屏幕为时钟界面。 / - 向下滑动查看快捷设置 / - 向上滑动查看通知。 / - 左右滑动查看功能卡片。 / <PIC> - 按下按钮打开应用菜单或返回时钟界面。 - 长按时钟界面可切换已保存的表盘。
137,正常,,fitness_tracker,fitness_tracker,445,1,1,"""健身追踪器能对手机的通知实现哪些功能？""","手机通知 健身追踪器可显示手机的来电、短信、日历和应用通知，让你随时掌握信息。保持手表与手机距离在30英尺以内即可接收通知。 / 管理通知 健身追踪器最多可存储30条通知，超出后新通知会替换最早的通知。 / 管理通知： / - 在时钟界面向上滑动查看通知，点击任意通知展开。 / - 删除单条通知：点击展开，滑动至底部并点击清除。 / - 一次性删除所有通知：向上滑动至通知底部，点击全部清除。 / - 退出通知界面：按下按钮或向下滑动。 / 关闭通知 在健身追踪器应用中关闭特定通知，或在健身追踪器的快捷设置中关闭所有通知。关闭所有通知后，手机收到通知时手表不会震动且屏幕不会点亮。 / 关闭特定通知： 1. 在手机健身追踪器应用的今日页面，点击左上角图标 , 健身追踪器卡片 , 通知。 2. 关闭你不希望再在手表上接收的通知。 / 关闭所有通知： / 1. 在时钟界面向下滑动进入快捷设置。 2. 点击勿扰图标。所有通知（包括目标庆祝和提醒）都会关闭。 / <PIC> 注意：如手机开启了勿扰设置，关闭该设置前手表不会接收通知。"
138,正常,,fitness_tracker,fitness_tracker,231,2,2,"""能告诉我健身追踪器是如何追踪皮肤温度变化的吗？""",追踪皮肤温度变化 健身追踪器每晚记录你的皮肤温度，显示与个人基准的差异，帮你识别身体变化。了解夜间皮肤温度变化有助掌握身体状况、发现趋势。 / 查看夜间睡眠皮肤温度变化：打开手机上的健身追踪器应用。在今日页面，点击温度卡片。 / <PIC> 昨晚比基准低-0.2F 你会看到皮肤温度变化图表，以及你手动记录的任何核心温度读数。 / <PIC> 注意：必须佩戴健身追踪器睡觉3晚才能看到个人皮肤温度基准。 / 如需更多信息，请参阅相关帮助文章。请注意：此功能并非在所有地区都可用。
139,正常,,fitness_tracker,fitness_tracker,463,0,0,"""通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？""","通过运动应用追踪和分析运动 在健身追踪器上通过运动应用追踪特定运动，查看实时数据，包括心率、消耗卡路里、耗时和手腕上的运动后摘要。查看完整运动数据，如使用GPS还可查看运动强度地图，请点击健身追踪器应用中的运动卡片。 / 追踪运动： 1. 在健身追踪器上，打开运动应用并滑动找到运动类型。最近使用的运动显示在顶部。点击其他运动查看完整列表。你还可以让Alexa打开运动应用或开始追踪运动。 / 如需更多信息，请参阅第30页""与语音助手交互""。 / 2. 点击选择运动。如运动使用GPS，可等待信号连接，或开始运动，GPS会在信号可用时自动连接。注意：GPS连接可能需要几分钟。 / 3. 点击播放图标开始运动，或向上滑动选择运动目标或调整设置。有关设置的更多信息，请参阅对页""自定义运动设置""。 / 4. 点击或滑动大数值数据滚动查看实时数据。暂停运动：按下按钮或向上滑动点击暂停图标。再次按下按钮或点击继续图标恢复运动。 / 5. 运动结束后，向上滑动点击结束。显示运动摘要。 / 6. 点击继续恢复运动，点击新运动开始新运动，或点击完成关闭摘要界面。"
140,正常,,fitness_tracker,fitness_tracker,139,0,0,"""健身追踪器是如何测量我的心率的？""",健身追踪器通过光电心率传感器测量你的心率。该传感器位于手表背面，利用绿色LED灯照射皮肤，检测血液流动引起 的光吸收变化。由于心跳时血流量增加，吸收的光量也随之周期性变化，设备据此计算出实时心率。此方法称为光电容积描记法（PPG），可在运动和日常活动中实现连续、无创的心率监测。
141,正常,,fitness_tracker,fitness_tracker,486,2,2,"""我该如何仅使用健身追踪器完成消费支付？""",进行消费 使用健身追踪器设备在任何支持非接触式支付的商店消费。确认商店是否支持非接触式支付，请查看支付终端上的以下标志： / <PIC> 澳大利亚以外的所有用户： 1. 打开手表上的钱包或健身追踪器支付应用。注意：可通过双击手表上的按钮快速访问支付应用。 / 2. 如提示，输入4位手表PIN码。屏幕显示默认卡。 / <PIC> 3. 使用默认卡支付：将手腕靠近支付终端。使用其他卡支付：滑动找到要使用的卡，然后将手腕靠近支付终端。 澳大利亚用户： 1. 如持有澳大利亚银行的信用卡或借记卡，将手表靠近支付终端支付。如卡来自澳大利亚以外的银行，或希望使用非默认卡支付，请完成上述部分步骤1-3。 / 2. 如提示，输入4位手表PIN码。 / 3. 如消费金额超过100澳元，请按照支付终端上的说明操作。提示输入PIN码时，输入卡片的PIN码（非手表PIN码）。 支付成功时，手表震动并在屏幕上显示确认信息。 / 如支付终端未识别健身追踪器设备，请确保表盘靠近读取器，并告知收银员你使用非接触式支付。 / 为增加安全性，使用非接触式支付时必须将健身追踪器戴在手腕上。 / 如需更多信息，请参阅相关帮助文章。
142,正常,,fitness_tracker,fitness_tracker,419,3,3,"""使用健身追踪器时，我可能会遇到哪些问题以及该如何解决？""","心率信号丢失 健身追踪器在运动和全天持续追踪你的心率。如手表上的心率传感器难以检测信号，会显示虚线。 / <PIC> 如手表未检测到心率信号，请确保佩戴正确：可在手腕上上下移动手表，或收紧/松开表带。健身追踪器应与皮肤接触。保持手臂静止伸直片刻后，应能再次看到心率。 / 如需更多信息，请参阅相关帮助文章。 / GPS信号丢失 环境因素（包括高楼、茂密森林、陡峭山坡和厚云层）可能干扰手表连接GPS卫星的能力。运动期间手表搜索GPS信号时，屏幕顶部会显示旋转的GPS图标。 / <PIC> 为获得最佳效果，开始运动前等待健身追踪器找到信号。 / 如运动期间健身追踪器丢失GPS信号，GPS图标会显示红色。手表会尝试重新连接。 / <PIC> 如需更多信息，请参阅相关帮助文章。 / 其他问题 如遇到以下任何问题，请重启手表： / - 无法同步 / - 无法响应轻点、滑动或按钮操作 / - 无法追踪步数或其他数据 / - 无法显示通知 操作说明请参阅第66页""重启Sense 2""。"
144,正常,,fitness_tracker,fitness_tracker,180,0,0,"""我想给健身追踪器设置锁屏，该如何实现？""","设置设备锁 为保障手表安全，在健身追踪器应用中开启设备锁，解锁手表时需输入个人4位PIN码。如果你在手表上设置了非接触式支付，设备锁会自动开启，且必须设置密码。如不使用非接触式支付，设备锁为可选设置。 / 在健身追踪器应用中开启设备锁或重置PIN码： 在健身追踪器应用的今日页面，点击左上角图标 > 健身追踪器卡片 , 设备锁。 / 如需更多信息，请参阅相关帮助文章。"
145,正常,,fridge,fridge,173,0,0,"""使用冰箱冰柜时需要注意什么？只需告诉我手册中的前五条。""",根据手册中'使用冰箱冰柜时'的相关注意事项，前五条如下： / 1. 请勿用湿手插拔电源插头，以免触电。 / 2. 请勿在冰箱附近使用可燃性气体或存放易燃物品，以防引发火灾。 / 3. 请确保冰箱放置平稳，避免因倾斜导致门封不严或机器振动。 / 4. 冰箱内请勿放入易爆物品或密封容器，加热时可能发生爆炸。 / 5. 请勿让儿童攀爬或玩耍于冰箱上，可能导致倾倒或夹伤。
146,正常,,fridge,fridge,225,2,2,"""给冰箱连接电源时，需要做到哪些注意事项？只需告诉我手册中的前五条。""",警告 为降低使用产品时发生火灾、触电或人身伤害的风险，应遵守基本安全预防措施，包括以下内容。使用本电器前请阅读所有说明。 / 1. 连接电源时 / 应使用专用插座。 / - 一个插座同时使用多个设备可能引发火灾。 / - 若本机连接漏电保护器，保护器可能跳闸，导致食物变质。 / <PIC> / 请勿让电源插头朝上或被挤压在冰箱冰柜背面。 / 若电源线被挤压在冰箱后方，可能损坏线缆引发火灾。插头朝上可能因线缆自重松脱，导致电气故障、引发火灾或冰箱停机导致食物变质。 / <PIC>
153,正常,,generator,generator,194,3,3,"""考虑到燃油高度易燃且有毒，使用发电机时我需要注意什么？""",燃油高度易燃且有毒 / 加油时务必关闭发动机。 / <PIC>加油时严禁吸烟或靠近明火。 / <PIC>加油时注意不要将燃油洒在发动机或消音器上。如不慎吞入燃油、吸入燃油蒸汽或燃油入眼，请立即就医。如燃油溅到皮肤或衣物上，请立即用肥皂水清洗并更换衣物。操作或运输发电机时，请务必保持机身直立。如发生倾斜，燃油可能从化油器或油箱泄漏。运输发电机时，请务必拧紧油箱盖通气旋钮。 / <PIC> / AE01019
154,正常,,generator,generator,161,4,4,"""发电机工作后，发动机和消音器可能会发烫，这种情况下我该如何保证自身安全？""",发动机及消音器可能高温发烫 / 请将发电机放置在行人或儿童不易触碰的地方。 / <PIC>运行时避免在排气口附近放置任何易燃物品。 / <PIC> / 请将发电机与建筑物或其他设备保持至少1米（3英尺）距离，否则发动机可能过热。 / <PIC> / 避免在防尘罩覆盖下运行发动机。 / <PIC> / 务必仅通过提手搬运发电机。 /  提手 /  AE01020
155,正常,,generator,generator,98,4,4,"""日常使用中，如何防止发电机触电事故的发生？""",防止触电 / 切勿在雨雪中运行发动机。 / <PIC>切勿湿手触碰发电机，否则会触电。 / <PIC>务必对发电机进行接地。 / 注：使用足够载流量的接地导线。 / <PIC> /  导线直径 / <PIC> / AE00088
156,正常,,generator,,261,4,4,"""需要通过发电机的燃油开关旋钮供油时，我该遵循哪些步骤？""",燃油开关旋钮 / 燃油开关旋钮用于将燃油从油箱输送至化油器。 / <PIC> / 取下盖板，内部可见燃油开关拨杆。若燃油开关旋钮无法转动，可使用该拨杆供油。 / <PIC> / 部件说明 / 油箱、油箱盖、油箱盖通气旋钮、燃油开关旋钮、空气滤清器盖、火花塞、消音器、阻风门旋钮、接地端子、机油加注口盖、反冲启动器、提手 / <PIC> / AE00103 / 控制面板 /  过载指示灯 o 交流指示灯  机油警告灯  发动机开关  阻风门旋钮  燃油开关旋钮 - 接地端子  经济控制开关 o 直流保护器 o 交流插座 o 直流插座 / <PIC> AE00111
