id,严重程度,问题标签,问题产品,答案产品,答案长度,PIC数量,图片数量,question,answer_start
123,正常,,drill,,148,1,1,"""如果要给电钻充电，需要遵循哪些步骤？""",您好，相关说明如下： / 1. 充电步骤（图1） 1. 插入电池组前，先将充电器插入合适的插座。 2. 如图1所示，将电池组（K）插入充电器，确保电池组完全就位。红色（充电）指示灯持续闪烁，表示充电过程已开始。 <PIC> 3. 红色指示灯常亮表示充电完成。电池组已充满电，此时可使用或留在充电器中。
124,正常,,drill,"drill,generator",220,0,0,"""我的DCB101型号电钻指示灯闪烁时，这些闪烁标识代表什么含义？""",您好，相关说明如下： / 1. 电源故障（DCB101） 部分充电器带有电源故障指示灯。当充电器与发电机等便携式电源或直流转交流电源配合使用时，充电器可能暂时停止工作，红色指示灯快速闪烁两次后暂停。这表示电源超出允许范围。 / 2. DCB101 本充电器具有过热/过冷延迟功能：当充电器检测到电池过热时，自动启动延迟，暂停充电直至电池冷却。电池冷却后，充电器自动切换至充电模式。此功能确保最长电池寿命。过热/过冷延迟模式下，红色指示灯长闪后短闪。
126,正常,,drill,,634,4,4,"""使用电钻时，如何安装单套无键夹头？""",您好，相关说明如下： / 1. 单套无键夹头（图3-5） 警告：不要通过握住夹头前部并启动工具来拧紧钻头（或任何其他附件）。否则可能损坏夹头并导致人身伤害。更换附件时，务必锁定扳机开关并断开工具电源。 警告：启动工具前务必确保附件紧固。松动的附件可能弹出，造成人身伤害。 您的工具配有单套无键夹头（F），可单手操作夹头。安装钻头或其他附件，请遵循以下步骤。 1. 关闭工具并断开工具电源。 <PIC> 2. 一只手握住夹头黑色套筒，另一只手固定工具。逆时针旋转套筒至足够大，装入所需附件。 <PIC> 3. 将附件插入夹头约3/4英寸（19毫米），一只手顺时针旋转夹头套筒紧固，另一只手握住工具。您的工具配有自动主轴锁定机构，可单手开合夹头。务必一只手握住夹头套筒、另一只手握住工具，以达到最大紧固度。 拆卸附件时，重复上述步骤1和2。 <PIC> 腰带挂钩与批头夹（图2） 警告：为降低严重人身伤害风险， 调整或拆卸/安装附件前，关闭工具并取下电池组。 意外启动可能导致受伤。 <PIC> 警告：为降低严重人身伤害风险， 不要将工具悬挂在高处，或在腰带挂钩上悬挂物体。 仅将工具腰带挂钩挂在工作腰带上。
127,正常,,drill,,102,0,0,"""如果要安装和拆卸电钻的电池组，需要遵循什么步骤？""",您好，相关说明如下： / 1. 维修 充电器和电池组不可维修。 为确保产品安全可靠，维修、保养和调节（包括碳刷检查和更换）应由专业工厂服务中心、专业授权服务中心或其他合格维修人员执行。务必使用相同的替换零件。
128,正常,,drill,,478,3,3,"""使用电钻的腰带挂钩和批头夹时，需要特别注意什么？""",您好，相关说明如下： / 1. 组件（图2） <PIC> 警告：切勿改装电动工具或其任何部件。否则可能导致损坏或人身伤害。 A. 扳机开关 G. 腰带挂钩 B. 正反转控制按钮 H. 安装螺钉 C. 扭矩调节环 I. 批头夹（另售） D. 变速拨杆 E. 工作灯 J. 电池释放按钮 F. 无键夹头 K. 电池组 / 2. 单套无键夹头（图3-5） 警告：不要通过握住夹头前部并启动工具来拧紧钻头（或任何其他附件）。否则可能损坏夹头并导致人身伤害。更换附件时，务必锁定扳机开关并断开工具电源。 警告：启动工具前务必确保附件紧固。松动的附件可能弹出，造成人身伤害。 您的工具配有单套无键夹头（F），可单手操作夹头。安装钻头或其他附件，请遵循以下步骤。 1. 关闭工具并断开工具电源。 <PIC> 2. 一只手握住夹头黑色套筒，另一只手固定工具。逆时针旋转套筒至足够大，装入所需附件。 <PIC> 3. 将附件插入夹头约3/4英寸（19毫米），一只手顺时针旋转夹头套筒紧固，另一只手握住工具。您的工具配有自动主轴锁定机构，可单手开合夹头。务必一只手握住夹头套筒、另一只
129,正常,,drill,,319,1,1,"""购买电钻后，应配备哪些附件？""",您好，相关说明如下： / 1. 附件 <PIC> 警告：由于制造商提供的附件以外的其他附件未通过本产品测试，使用此类附件可能存在危险。为降低受伤风险，本工具仅应使用制造商推荐的附件。 / 2. 在线注册 感谢您的购买。立即注册产品，享受： - 保修服务：产品出现问题时，注册可帮助您获得更高效的保修服务。 - 所有权证明：发生火灾、洪水、盗窃等保险损失时，产品注册可作为购买凭证。 - 安全保障：注册后，如根据《联邦消费者安全法》需要发布安全通知，我们可及时联系您。 请访问www.dewalt.com/register在线注册。 / 3. 维护 警告：为降低严重人身伤害风险， 调整或拆卸/安装附件前，关闭工具并取下电池组。 意外启动可能导致受伤。
130,正常,,drill,,233,0,0,"""电钻的三年有限保修包含哪些内容？""",您好，相关说明如下： / 1. 三年有限保修 除保修外，工具还享有： / 1年免费服务 购买后第一年内，制造商将免费维护工具，更换正常使用造成的磨损部件。 2年免费服务（电池组DC9071、DC9091、DC9096、DC9280、DC9360、DC9180、DCB120、DCB127、DCB201、DCB203、DCB207） / 3年免费服务（其他电池组） 如果电池组被擅自改装，产品保修失效。 制造商对任何改装导致的伤害不承担责任，并将在法律允许范围内追究保修欺诈责任。
131,正常,,fitness_tracker,fitness_tracker,244,3,3,"""购买健身追踪器后，包装盒里应该有什么？""","您好，相关说明如下： / 1. 更换表带 健身追踪器出厂已安装小号表带，包装盒内另附一条大号底部表带。顶部和底部表带均可与配件表带互换，配件表带需单独购买。表带尺寸请参阅第71页""表带尺寸""。 / 健身追踪器Sense、健身追踪器Versa 3和健身追踪器Versa 4的表带与本健身追踪器兼容。 / 2. 包装盒内含物品 你的健身追踪器包装盒包含： 配有小号表带的手表（颜色和材质仅供参考） / <PIC>充电线 / <PIC>额外大号表带 / <PIC>健身追踪器的可拆卸表带提供多种颜色和材质，需单独购买。"
132,正常,,fitness_tracker,fitness_tracker,252,2,2,"""我刚发现健身追踪器电量低，该如何正确为其充电？""",您好，相关说明如下： / 1. 为手表充电 充满电的健身追踪器续航时间可达6天以上。电池续航和充电周期随使用情况及其他因素而异；实际结果可能有所不同。 / 为健身追踪器充电： 1. 将充电线插入电脑的USB端口、UL认证的USB墙充充电器或其他低功耗充电设备。 / 2. 将充电线的另一端靠近手表背面的充电接口，直至磁吸吸附。确保充电线上的金属触点与手表背面的接口对齐。 / <PIC> 为健身追踪器充电12分钟即可续航24小时。手表充电时，轻点屏幕两次或按下按钮即可点亮屏幕。完全充满电大约需要1-2小时。 / <PIC>
133,正常,,fitness_tracker,fitness_tracker,262,2,2,"""为了让健身追踪器性能更佳，日常佩戴和运动时该将其佩戴在什么位置？""",您好，相关说明如下： / 1. 日常佩戴与运动佩戴位置 不运动时，将健身追踪器佩戴在腕骨上方一指宽的位置。 / 一般来说，长时间佩戴后，定期取下手表休息约一小时始终很重要。我们建议洗澡时取下手表。虽然你可以戴着手表洗澡，但取下可减少接触肥皂、洗发水和护发素的可能性，这些物品可能会对手表造成长期损坏，并可能引起皮肤刺激。 / <PIC> 为优化运动时的心率监测： / - 运动时，可将表带向上移动以获得更贴合的佩戴效果。如感到不适，请松开表带；若不适持续，请取下手表让手腕休息。 / <PIC> - 将手表戴在手腕正面，确保设备背面与皮肤接触。
134,正常,,fitness_tracker,fitness_tracker,217,3,3,"""我的健身追踪器表带太紧了，该如何扣紧表带？""","您好，相关说明如下： / 1. 扣紧表带 1. 将健身追踪器戴在手腕上。 / 2. 将底部表带穿入顶部表带的第一个环扣。 / <PIC> 3. 收紧表带至舒适贴合，将表扣钉按入表带上的其中一个孔。如果使用小号表带的最后两个孔，我们建议更换为大号表带以获得更稳固的佩戴效果。 / 操作说明请参阅下一页""更换表带""。 / <PIC> 4. 将表带的松散端穿入第二个环扣，使其平整贴在手腕上。确保表带不要过紧。佩戴时应留有空隙，可在手腕上轻微移动。 / <PIC>"
135,正常,,fitness_tracker,fitness_tracker,155,3,3,"""我想取下健身追踪器，该如何正确拆卸表带？""",您好，相关说明如下： / 1. 拆卸表带 1. 将健身追踪器翻面，找到表带卡扣。 / <PIC> 2. 松开卡扣，将扁平按钮向表带方向滑动。 / 3. 轻轻将表带从手表上拔下松开。 / <PIC> 4. 另一侧重复操作。 安装表带时，将其按入手表末端，直至听到咔嗒声并卡紧到位。带环扣和表扣钉的表带安装在手表顶部。 / <PIC>
136,正常,,fitness_tracker,,113,1,1,"""我听说可以操作健身追踪器的界面，具体该遵循哪些步骤？""",您好，相关说明如下： / 1. 基础操作 主屏幕为时钟界面。 / - 向下滑动查看快捷设置 / - 向上滑动查看通知。 / - 左右滑动查看功能卡片。 / <PIC> - 按下按钮打开应用菜单或返回时钟界面。 - 长按时钟界面可切换已保存的表盘。
137,正常,,fitness_tracker,fitness_tracker,465,1,1,"""健身追踪器能对手机的通知实现哪些功能？""","您好，相关说明如下： / 1. 手机通知 健身追踪器可显示手机的来电、短信、日历和应用通知，让你随时掌握信息。保持手表与手机距离在30英尺以内即可接收通知。 / 2. 管理通知 健身追踪器最多可存储30条通知，超出后新通知会替换最早的通知。 / 管理通知： / - 在时钟界面向上滑动查看通知，点击任意通知展开。 / - 删除单条通知：点击展开，滑动至底部并点击清除。 / - 一次性删除所有通知：向上滑动至通知底部，点击全部清除。 / - 退出通知界面：按下按钮或向下滑动。 / 3. 关闭通知 在健身追踪器应用中关闭特定通知，或在健身追踪器的快捷设置中关闭所有通知。关闭所有通知后，手机收到通知时手表不会震动且屏幕不会点亮。 / 关闭特定通知： 1. 在手机健身追踪器应用的今日页面，点击左上角图标 , 健身追踪器卡片 , 通知。 2. 关闭你不希望再在手表上接收的通知。 / 关闭所有通知： / 1. 在时钟界面向下滑动进入快捷设置。 2. 点击勿扰图标。所有通知（包括目标庆祝和提醒）都会关闭。 / <PIC> 注意：如手机开启了勿扰设置，关闭该设置前手表不会接收通知。"
138,正常,,fitness_tracker,fitness_tracker,245,2,2,"""能告诉我健身追踪器是如何追踪皮肤温度变化的吗？""",您好，相关说明如下： / 1. 追踪皮肤温度变化 健身追踪器每晚记录你的皮肤温度，显示与个人基准的差异，帮你识别身体变化。了解夜间皮肤温度变化有助掌握身体状况、发现趋势。 / 查看夜间睡眠皮肤温度变化：打开手机上的健身追踪器应用。在今日页面，点击温度卡片。 / <PIC> 昨晚比基准低-0.2F 你会看到皮肤温度变化图表，以及你手动记录的任何核心温度读数。 / <PIC> 注意：必须佩戴健身追踪器睡觉3晚才能看到个人皮肤温度基准。 / 如需更多信息，请参阅相关帮助文章。请注意：此功能并非在所有地区都可用。
139,正常,,fitness_tracker,fitness_tracker,477,0,0,"""通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？""","您好，相关说明如下： / 1. 通过运动应用追踪和分析运动 在健身追踪器上通过运动应用追踪特定运动，查看实时数据，包括心率、消耗卡路里、耗时和手腕上的运动后摘要。查看完整运动数据，如使用GPS还可查看运动强度地图，请点击健身追踪器应用中的运动卡片。 / 追踪运动： 1. 在健身追踪器上，打开运动应用并滑动找到运动类型。最近使用的运动显示在顶部。点击其他运动查看完整列表。你还可以让Alexa打开运动应用或开始追踪运动。 / 如需更多信息，请参阅第30页""与语音助手交互""。 / 2. 点击选择运动。如运动使用GPS，可等待信号连接，或开始运动，GPS会在信号可用时自动连接。注意：GPS连接可能需要几分钟。 / 3. 点击播放图标开始运动，或向上滑动选择运动目标或调整设置。有关设置的更多信息，请参阅对页""自定义运动设置""。 / 4. 点击或滑动大数值数据滚动查看实时数据。暂停运动：按下按钮或向上滑动点击暂停图标。再次按下按钮或点击继续图标恢复运动。 / 5. 运动结束后，向上滑动点击结束。显示运动摘要。 / 6. 点击继续恢复运动，点击新运动开始新运动，或点击完成关闭摘要界面。"
140,正常,,fitness_tracker,fitness_tracker,532,3,3,"""健身追踪器是如何测量我的心率的？""",您好，相关说明如下： / 1. 心率信号丢失 健身追踪器在运动和全天持续追踪你的心率。如手表上的心率传感器难以检测信号，会显示虚线。 / <PIC> 如手表未检测到心率信号，请确保佩戴正确：可在手腕上上下移动手表，或收紧/松开表带。健身追踪器应与皮肤接触。保持手臂静止伸直片刻后，应能再次看到心率。 / 如需更多信息，请参阅相关帮助文章。 / 2. 查看心率 健身追踪器使用心率储备（最大心率与静息心率之差）个性化设置你的心率区间。运动时在手表上查看心率和心率区间，帮你达成目标训练强度。进入心率区间时，健身追踪器会提醒你。 / <PIC> 自定义心率区间 你可以不使用这些心率区间，而是在健身追踪器应用中创建自定义区间，针对特定心率范围。 / 如需更多信息，请参阅相关帮助文章。 / 3. 接收心率通知 当健身追踪器检测到你看似至少10分钟不活动，且心率超出高低阈值时，会及时通知你。 / <PIC> 关闭此功能或调整阈值： 1. 在手机健身追踪器应用的今日页面，点击左上角图标 >健身追踪器卡片。 / 2. 点击心率高低设置。 / 3. 开启或关闭高心率通知或低心率通知，或点击自定义调整阈值。 在健身追踪器应用中查看过往心率通知、记录
141,正常,,fitness_tracker,fitness_tracker,500,2,2,"""我该如何仅使用健身追踪器完成消费支付？""",您好，相关说明如下： / 1. 进行消费 使用健身追踪器设备在任何支持非接触式支付的商店消费。确认商店是否支持非接触式支付，请查看支付终端上的以下标志： / <PIC> 澳大利亚以外的所有用户： 1. 打开手表上的钱包或健身追踪器支付应用。注意：可通过双击手表上的按钮快速访问支付应用。 / 2. 如提示，输入4位手表PIN码。屏幕显示默认卡。 / <PIC> 3. 使用默认卡支付：将手腕靠近支付终端。使用其他卡支付：滑动找到要使用的卡，然后将手腕靠近支付终端。 澳大利亚用户： 1. 如持有澳大利亚银行的信用卡或借记卡，将手表靠近支付终端支付。如卡来自澳大利亚以外的银行，或希望使用非默认卡支付，请完成上述部分步骤1-3。 / 2. 如提示，输入4位手表PIN码。 / 3. 如消费金额超过100澳元，请按照支付终端上的说明操作。提示输入PIN码时，输入卡片的PIN码（非手表PIN码）。 支付成功时，手表震动并在屏幕上显示确认信息。 / 如支付终端未识别健身追踪器设备，请确保表盘靠近读取器，并告知收银员你使用非接触式支付。 / 为增加安全性，使用非接触式支付时必须将健身追踪器戴在手腕上。 / 如需更多信息，请参阅相关帮助文章。
142,正常,,fitness_tracker,fitness_tracker,439,3,3,"""使用健身追踪器时，我可能会遇到哪些问题以及该如何解决？""","您好，相关说明如下： / 1. 心率信号丢失 健身追踪器在运动和全天持续追踪你的心率。如手表上的心率传感器难以检测信号，会显示虚线。 / <PIC> 如手表未检测到心率信号，请确保佩戴正确：可在手腕上上下移动手表，或收紧/松开表带。健身追踪器应与皮肤接触。保持手臂静止伸直片刻后，应能再次看到心率。 / 如需更多信息，请参阅相关帮助文章。 / 2. GPS信号丢失 环境因素（包括高楼、茂密森林、陡峭山坡和厚云层）可能干扰手表连接GPS卫星的能力。运动期间手表搜索GPS信号时，屏幕顶部会显示旋转的GPS图标。 / <PIC> 为获得最佳效果，开始运动前等待健身追踪器找到信号。 / 如运动期间健身追踪器丢失GPS信号，GPS图标会显示红色。手表会尝试重新连接。 / <PIC> 如需更多信息，请参阅相关帮助文章。 / 3. 其他问题 如遇到以下任何问题，请重启手表： / - 无法同步 / - 无法响应轻点、滑动或按钮操作 / - 无法追踪步数或其他数据 / - 无法显示通知 操作说明请参阅第66页""重启Sense 2""。"
144,正常,,fitness_tracker,fitness_tracker,194,0,0,"""我想给健身追踪器设置锁屏，该如何实现？""","您好，相关说明如下： / 1. 设置设备锁 为保障手表安全，在健身追踪器应用中开启设备锁，解锁手表时需输入个人4位PIN码。如果你在手表上设置了非接触式支付，设备锁会自动开启，且必须设置密码。如不使用非接触式支付，设备锁为可选设置。 / 在健身追踪器应用中开启设备锁或重置PIN码： 在健身追踪器应用的今日页面，点击左上角图标 > 健身追踪器卡片 , 设备锁。 / 如需更多信息，请参阅相关帮助文章。"
145,正常,,fridge,fridge,171,3,3,"""使用冰箱冰柜时需要注意什么？只需告诉我手册中的前五条。""",您好，相关说明如下： / 1. 废弃处理冰箱冰柜时，请拆下冰箱门。 / 否则可能导致儿童被困在内。 / <PIC> / 2. 搬运冰箱冰柜时，请握住前底部及后顶部把手。 / 否则可能手滑导致受伤或产品损坏。因产品较重，单独搬运可能伤人或发生意外。 / <PIC> / 3. 重新插拔插头时请等待5分钟或更长时间。 / 可能导致冰箱运行故障。 / <PIC> / 2. 使用冰箱冰柜时
146,正常,,fridge,fridge,245,2,2,"""给冰箱连接电源时，需要做到哪些注意事项？只需告诉我手册中的前五条。""",您好，相关说明如下： / 1. 警告 为降低使用产品时发生火灾、触电或人身伤害的风险，应遵守基本安全预防措施，包括以下内容。使用本电器前请阅读所有说明。 / 1. 连接电源时 / 2. 应使用专用插座。 / - 一个插座同时使用多个设备可能引发火灾。 / - 若本机连接漏电保护器，保护器可能跳闸，导致食物变质。 / <PIC> / 3. 请勿让电源插头朝上或被挤压在冰箱冰柜背面。 / 若电源线被挤压在冰箱后方，可能损坏线缆引发火灾。插头朝上可能因线缆自重松脱，导致电气故障、引发火灾或冰箱停机导致食物变质。 / <PIC>
153,正常,,generator,generator,208,3,3,"""考虑到燃油高度易燃且有毒，使用发电机时我需要注意什么？""",您好，相关说明如下： / 1. 燃油高度易燃且有毒 / 加油时务必关闭发动机。 / <PIC>加油时严禁吸烟或靠近明火。 / <PIC>加油时注意不要将燃油洒在发动机或消音器上。如不慎吞入燃油、吸入燃油蒸汽或燃油入眼，请立即就医。如燃油溅到皮肤或衣物上，请立即用肥皂水清洗并更换衣物。操作或运输发电机时，请务必保持机身直立。如发生倾斜，燃油可能从化油器或油箱泄漏。运输发电机时，请务必拧紧油箱盖通气旋钮。 / <PIC> / AE01019
154,正常,,generator,generator,175,4,4,"""发电机工作后，发动机和消音器可能会发烫，这种情况下我该如何保证自身安全？""",您好，相关说明如下： / 1. 发动机及消音器可能高温发烫 / 请将发电机放置在行人或儿童不易触碰的地方。 / <PIC>运行时避免在排气口附近放置任何易燃物品。 / <PIC> / 请将发电机与建筑物或其他设备保持至少1米（3英尺）距离，否则发动机可能过热。 / <PIC> / 避免在防尘罩覆盖下运行发动机。 / <PIC> / 务必仅通过提手搬运发电机。 /  提手 /  AE01020
155,正常,,generator,generator,112,4,4,"""日常使用中，如何防止发电机触电事故的发生？""",您好，相关说明如下： / 1. 防止触电 / 切勿在雨雪中运行发动机。 / <PIC>切勿湿手触碰发电机，否则会触电。 / <PIC>务必对发电机进行接地。 / 注：使用足够载流量的接地导线。 / <PIC> /  导线直径 / <PIC> / AE00088
156,正常,,generator,,281,4,4,"""需要通过发电机的燃油开关旋钮供油时，我该遵循哪些步骤？""",您好，相关说明如下： / 1. 燃油开关旋钮 / 燃油开关旋钮用于将燃油从油箱输送至化油器。 / <PIC> / 取下盖板，内部可见燃油开关拨杆。若燃油开关旋钮无法转动，可使用该拨杆供油。 / <PIC> / 2. 部件说明 / 油箱、油箱盖、油箱盖通气旋钮、燃油开关旋钮、空气滤清器盖、火花塞、消音器、阻风门旋钮、接地端子、机油加注口盖、反冲启动器、提手 / <PIC> / AE00103 / 3. 控制面板 /  过载指示灯 o 交流指示灯  机油警告灯  发动机开关  阻风门旋钮  燃油开关旋钮 - 接地端子  经济控制开关 o 直流保护器 o 交流插座 o 直流插座 / <PIC> AE00111
157,正常,,generator,generator,231,4,4,"""使用发电机时，燃油的使用前检查十分重要，该如何操作？""",您好，相关说明如下： / 1. 警告 / 发动机运行后，发动机及消音器温度极高。检修或维修时，在其冷却前切勿用身体或衣物触碰。 / <PIC> / 2. 燃油 / 确认油箱内燃油充足。 / 推荐燃油：无铅汽油 油箱容量：总计2.5升（0.55英制加仑，0.66美制加仑） / <PIC> / 本发电机发动机设计使用泵法辛烷值((R+M)/2)86及以上或研究法辛烷值91及以上的普通无铅汽油。 / <PIC> / 3. 发动机机油 / 确认发动机机油处于机油加注口上限位置，必要时添加。 / <PIC> 上限 / 
158,正常,,generator,,256,4,4,"""启动发电机发动机的前两个步骤是什么？""","您好，相关说明如下： / 1. 注： / 启动发动机前，请勿连接任何电气设备。将经济控制开关置于o（关闭）位置。 /  o ""关闭"" / <PIC> / 1. 按住油箱盖防止转动，将通气旋钮逆时针旋转1圈，打开油箱通气口。 /  通气旋钮 / <PIC> / 2. 将燃油开关旋钮置于""开启""位置。 /  ""开启"" / <PIC>。 / 2. AE01000 适用范围 / <PIC> 注：""-""表示低于。适用功率指各设备单独使用时的功率。可同时使用交流和直流电源，但总功率不得超过额定输出。示例： /  当总功率超出适用范围时，过载指示灯亮起（详见第16页）。 / "
159,正常,,generator,generator,221,2,2,"""我需要给发电机连接交流电，该过程中如何保证自身安全？""","您好，相关说明如下： / 1. 注意 / 连接发电机前，务必确认所有电气设备（包括线路及插头连接）状态良好。插入插头前，务必关闭所有电气设备。务必确保总负载在发电机额定输出范围内。务必确保插座负载电流在插座额定电流范围内。 / 1. 将电源线在提手上缠绕2至3圈。 / 2. 启动发动机。 / 3. 插入交流插座。 / <PIC> 4. 确认交流指示灯亮起。 /  交流指示灯 / <PIC> 5. 将经济控制开关置于""""（开启）位置，然后打开电气设备电源。 /  """"（开启）"
160,正常,,generator,,286,4,4,"""我注意到发电机上有两种不同的开关，请为我介绍一下。""","您好，相关说明如下： / 1. 经济控制开关 /   ""开启""：经济控制开关置于档时，经济控制单元根据外接负载调节发动机转速，可降低油耗、减少噪音。- o ""关闭""：经济控制开关置于o档时，无论是否连接负载，发动机均以额定转速5000转/分钟运行。 / <PIC> / 2. 燃油开关旋钮 / 燃油开关旋钮用于将燃油从油箱输送至化油器。 / <PIC> / 取下盖板，内部可见燃油开关拨杆。若燃油开关旋钮无法转动，可使用该拨杆供油。 / <PIC> / 3. 发动机开关 / 发动机开关控制点火系统。  ""开启""：点火电路接通，可启动发动机。-  ""停止""：点火电路切断，发动机停机。 / <PIC> / AE00988"
161,严重,说明书题答案过短,generator,generator,93,1,1,"""我该在哪里查找并记录发电机的标识信息？""",您好，相关说明如下： / 1. 识别码记录 / 请在指定位置记录您的产品识别码和序列号，以便向发电机经销商订购零配件。 / 同时请将这些识别码另行妥善保管，以防机器被盗。 / <PIC> AE00011
162,正常,,generator,generator,95,2,2,"""使用发电机的直流保护器时，我需要注意什么？""","您好，相关说明如下： / 1. 注：按下即可复位直流保护器。 ""复位"" - ""断开"" / <PIC> / AE01021 / 2. 直流保护器 / 当负载超过发电机额定输出时，直流保护器将自动断开。 / <PIC>"
163,正常,,generator,"generator,oven",257,4,4,"""使用发电机前，对发动机机油进行使用前检查十分重要，正确的步骤是什么？""","您好，相关说明如下： / 1. AE01096 发动机机油更换 / 1. 将机器放置在水平面上，暖机数分钟，然后停机，将燃油开关旋钮置于""关闭""位置，顺时针拧紧油箱盖通气旋钮。 / 2. 取下盖板。 / <PIC> / 3. 从发电机底部拆下放油接头，打开机油加注口盖。 / <PIC> / 4. 将放油接头安装到机油加注口。 / <PIC> / 5. 在发动机下方放置接油盘，倾斜发电机将机油完全排空。 / <PIC>6. 添加发动机机油至上限位置。 /  上限 /  / 注：推荐发动机机油等级：API标准 SE级或SF级。 /  /  / 7. 从机油加注口拆下放油接头。"
164,正常,,generator,generator,339,4,4,"""根据手册说明，启动发电机发动机的最后三个步骤是什么？""","您好，相关说明如下： / 1. 注： / 启动发动机前，请勿连接任何电气设备。将经济控制开关置于o（关闭）位置。 /  o ""关闭"" / <PIC> / 1. 按住油箱盖防止转动，将通气旋钮逆时针旋转1圈，打开油箱通气口。 /  通气旋钮 / <PIC> / 2. 将燃油开关旋钮置于""开启""位置。 /  ""开启"" / <PIC> / 3. 将发动机开关置于""7""（开启）位置。 /  7 ""开启"" / <PIC> / 4. 将阻风门旋钮完全拉出。 /  阻风门旋钮 / 注：热机启动无需使用阻风门，将阻风门旋钮推回原位即可。 /  / 5. 缓慢拉动反冲启动器至啮合位置，然后快速拉动。 / 注：拉动反冲启动器时，请牢牢握住提手，防止发电机倾倒。 /  / 6. 发动机启动后，进行暖机，直至阻风门旋钮推回原位发动机也不会熄火。 / 7. 将阻风门旋钮推回原位。 / "
165,正常,,generator,generator,251,1,1,"""发电机的电池电量不足了，该如何正确充电？""",您好，相关说明如下： / 1. AE01100 电池充电 / 发电机直流额定电压为12V。 / 1. 将充电线在提手上缠绕2至3圈，插入直流插座。 / 2. 注： / 启动发动机后再连接电池。红线夹接电池正极(+)，黑线夹接电池负极(-)，切勿接反。 /  红色 - 黑色 / 2. 启动发动机。 / 3. 按下直流保护器，安装电池。 / <PIC> / 3. 注意 / 充电时务必关闭经济控制开关。务必确保电池接线正确。务必确保通气软管连接正确，无损坏或堵塞。若直流保护器断开，请将负载降至发电机额定输出范围内。若再次断开，请咨询发电机经销商。
166,正常,,generator,,177,4,4,"""我需要让发电机的发动机停机，告诉我该如何操作。""","您好，相关说明如下： / 1. AE01025 停机 / 注：关闭所有电气设备。将经济控制开关置于o（关闭）位置。 / <PIC> o ""关闭"" / 1. 断开所有电气设备。 / <PIC>2. 将发动机开关置于""5""（停止）位置。 /  5 ""停止"" / <PIC> / 3. 将燃油开关旋钮置于""关闭""位置。 /  ""关闭"" / <PIC> / 4. 顺时针拧紧油箱盖通气旋钮至手指拧紧状态。 / "
167,正常,,generator,,128,4,4,"""根据手册的建议，使用发电机时该如何检查火花塞？""",您好，相关说明如下： / 1. AE01026 火花塞检查 / 应定期拆卸并检查火花塞。 / 1. 取下盖板。 / 2. 检查是否变色并清除积碳。 / <PIC> / 3. 检查火花塞型号及间隙。 / <PIC> /  间隙 / <PIC> / 4. 安装火花塞。 / <PIC> / 5. 安装盖板。 / 
168,正常,,generator,"generator,oven",241,4,4,"""为了正确更换发电机的发动机机油，我需要遵循的前六个步骤是什么？""","您好，相关说明如下： / 1. AE01096 发动机机油更换 / 1. 将机器放置在水平面上，暖机数分钟，然后停机，将燃油开关旋钮置于""关闭""位置，顺时针拧紧油箱盖通气旋钮。 / 2. 取下盖板。 / <PIC> / 3. 从发电机底部拆下放油接头，打开机油加注口盖。 / <PIC> / 4. 将放油接头安装到机油加注口。 / <PIC> / 5. 在发动机下方放置接油盘，倾斜发电机将机油完全排空。 / <PIC>6. 添加发动机机油至上限位置。 /  上限 /  / 注：推荐发动机机油等级：API标准 SE级或SF级。 /  / 。"
169,正常,,generator,,205,3,3,"""我在操作发电机空气滤清器时出现了失误，请告诉我正确的步骤。""",您好，相关说明如下： / 1. 空气滤清器 / 1. 取下盖板。 / <PIC> / 2. 松开固定空气滤清器盖的卡箍o。 / <PIC> / 3. 取下空气滤清器盖及滤芯。 / 4. 用溶剂清洗滤芯并晾干。 / 5. 给滤芯上油并挤出多余机油，滤芯应湿润但不滴油。 / 推荐机油：泡沫空气滤清器专用油或SAE 20号发动机油 / 注意 / 请勿拧绞滤芯，以免撕裂。 / 6. 将滤芯装入空气滤清器。 / 注：确保滤芯密封面与空气滤清器贴合，无漏气。 / <PIC>
170,中等,包含未清洗的OCR/LaTeX/目录噪声,generator,,205,3,3,"""如果发电机的发动机无法启动，我该怎么办？""","您好，相关说明如下： / 1. 发动机无法启动 / 1. 燃油系统 燃油未输送至燃烧室。 / 2 油箱无油......添加燃油。 / <PIC>2 油箱有油......- 油箱盖通气旋钮置于""开启""（逆时针旋转1圈）。- 燃油开关旋钮置于""开启""。2 燃油管路堵塞......清洁燃油管路。2 化油器堵塞......清洁化油器。 / <PIC>2. 发动机机油系统 机油不足 2 机油液位低......添加发动机机油。 / <PIC>"
171,正常,,generator,,190,2,2,"""我需要将发电机的燃油排空，该如何正确操作？""","您好，相关说明如下： / 1. 排空燃油 / 1. 打开油箱盖，使用市售手动虹吸管将油箱内燃油排入合格汽油容器，然后装回油箱盖。 / 2. 警告 / 燃油高度易燃且有毒。请仔细阅读第4页""安全信息""。立即擦拭溢出的燃油。 / <PIC> / 2. 取下盖板，松开化油器浮子室放油螺丝-，排空化油器内燃油。 / 3. 将燃油开关旋钮置于""关闭""位置，启动发动机直至自行停机，燃烧完化油器内剩余燃油。 / <PIC>"
